Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
07/04/2025,BOUND BROOK CONVENIENC,-2.67,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
07/04/2025,FEDEX OFFICE #998,-1.91,Included (True Spend),,Services/Laundry,Business/Main,General PayPal Debit Card Transaction,Completed
07/04/2025,BOUND BROOK CONVENIENC,-2.67,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
07/04/2025,PayPal,1.91,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
07/04/2025,PayPal,3.73,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
07/04/2025,,21.39,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/04/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/04/2025,PayPal,2.67,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
07/03/2025,SPACE MARKET,-6.99,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
07/03/2025,CHICK-FIL-A #03993,-3.15,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
07/03/2025,7-ELEVEN,-3.4,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/03/2025,OZZIE S FRESH MARKET #,-5.5,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
07/03/2025,OZZIE S FRESH MARKET #,-5.5,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/03/2025,Great Tokyo Mart,-5.69,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
07/03/2025,Great Tokyo Mart,-5.69,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
07/03/2025,SPACE MARKET,-6.99,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
07/03/2025,DD *DOORDASH BUFFALOWI,-20.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/03/2025,WALGREENS 476 W UNION,-9.3,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/03/2025,PayPal,-20.01,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/03/2025,PayPal,-22.39,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/03/2025,DD *DOORDASH WAWA,-22.39,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/03/2025,REB NYC,-50.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
07/03/2025,TARGET T- 200 Promenad,-80.8,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/03/2025,REB NYC,-100.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
07/03/2025,FEDEX OFFICE #998,-1.91,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/03/2025,PayPal,-3.15,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
07/03/2025,,8.87,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,PayPal,-1.91,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/03/2025,,10.51,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,,100.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
07/03/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
07/03/2025,,50.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
07/03/2025,Aizihaer Tuerxuntuoheti,48.5,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
07/03/2025,OZZIE S FRESH MARKET #,-0.37,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/03/2025,,18.24,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,,10.88,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,,9.24,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/03/2025,PayPal,6.99,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
07/03/2025,PayPal,5.69,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
07/03/2025,PayPal,5.5,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
07/03/2025,PayPal,0.37,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
07/03/2025,OZZIE S FRESH MARKET #,-0.37,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
07/02/2025,PayPal,-2.67,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/02/2025,TST*YIA YIAS- HOMEMADE,-34.64,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed
07/02/2025,TST*YIA YIAS- HOMEMADE,-34.64,Included (True Spend),,Dining/Restaurants,Personal,General Authorization,Completed
07/02/2025,OZZIE S FRESH MARKET #,-5.5,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/02/2025,PayPal,-5.5,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/02/2025,BOUND BROOK CONVENIENC,-3.73,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/02/2025,PayPal,-3.73,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/02/2025,BOUND BROOK CONVENIENC,-2.67,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/02/2025,,9.24,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/02/2025,OZZIE S FRESH MARKET #,-0.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
07/02/2025,,5.72,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/02/2025,PayPal,-0.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
07/02/2025,,18.24,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/02/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/02/2025,PayPal,34.64,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
07/01/2025,Great Tokyo Mart,-5.69,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
07/01/2025,REB NYC,-50.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
07/01/2025,PayPal,-34.64,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
07/01/2025,TST*YIA YIAS- HOMEMADE,-34.64,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
07/01/2025,NNT 518 GRAB & GO C130390,-27.22,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
07/01/2025,Grand Gourmet Deli NY,-14.56,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
07/01/2025,PayPal,-6.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
07/01/2025,SPACE MARKET,-6.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
07/01/2025,Grand Gourmet Deli NY,-14.56,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
07/01/2025,PayPal,-5.69,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
07/01/2025,,15.92,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/01/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
07/01/2025,Chime,45.0,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
07/01/2025,Aizihaer Tuerxuntuoheti,48.5,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
07/01/2025,,50.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
07/01/2025,PayPal,14.56,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/30/2025,Aizihaer Tuerxuntuoheti,-190.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/30/2025,UBER * PENDING,-41.34,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,UBER * PENDING,-41.37,Included (True Spend),,Transportation,Personal,General Authorization,Completed
06/30/2025,UBR* PENDING.UBER.COM,-53.14,Included (True Spend),,Transportation,Personal,General Authorization,Completed
06/30/2025,UBER   *TRIP,-55.85,Included (True Spend),,Transportation,Personal,ReAuthorization,Completed
06/30/2025,UBER   *TRIP,-55.85,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,Chime,-115.0,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
06/30/2025,Chime,-85.0,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
06/30/2025,Chime,-85.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,Chime,-115.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,PAI ATM,-186.0,Included (True Spend),,ATM/Cash,Personal,PayPal Debit Card Withdrawal to ATM,Completed
06/30/2025,ROCKETLAW 877-757-1550,-39.99,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,UBER * PENDING,-41.34,Included (True Spend),,Transportation,Personal,ReAuthorization,Completed
06/30/2025,PayPal,39.99,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,ROCKETLAW 877-757-1550,-39.99,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
06/30/2025,PayPal,41.34,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,Grand Gourmet Deli NY,-14.56,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/30/2025,PayPal,115.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,PayPal,85.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,PayPal,55.85,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,REB NYC,190.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/30/2025,PayPal,2.6,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/30/2025,CPI*CPI*CANTEEN VENDIN,-2.6,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
06/30/2025,CPI*CPI*CANTEEN VENDIN,-2.6,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
06/30/2025,PayPal,-14.56,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/29/2025,DM 561,-8.26,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
06/29/2025,REB NYC,-200.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/29/2025,PayPal,-55.85,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/29/2025,UBER   *TRIP,-55.85,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
06/29/2025,Apple Services,-45.71,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/29/2025,PayPal,-41.34,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/29/2025,UBER * PENDING,-41.34,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
06/29/2025,PayPal,-39.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/29/2025,ROCKETLAW 877-757-1550,-39.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/29/2025,DM 561,-8.26,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
06/29/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/29/2025,MCDONALD'S F23533,-5.11,Included (True Spend),,Fast Food,Business/Main,General PayPal Debit Card Transaction,Completed
06/29/2025,,2.48,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed
06/29/2025,PayPal,5.11,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/29/2025,PayPal,8.26,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/29/2025,PayPal,41.37,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/29/2025,PayPal,53.14,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/29/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/29/2025,MCDONALD'S F23533,-5.11,Included (True Spend),,Fast Food,Business/Main,General Authorization,Completed
06/28/2025,UBR* PENDING.UBER.COM,-53.14,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/28/2025,SNIFFIES,-15.99,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
06/28/2025,THE VILLAGE SMOKE LOFT,-27.09,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
06/28/2025,THE VILLAGE SMOKE LOFT,-27.09,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
06/28/2025,DD *DOORDASH MALAPROJE,-36.37,Included (True Spend),,Delivery,Business/Main,General Authorization,Completed
06/28/2025,DD *DOORDASH MALAPROJE,-36.37,Included (True Spend),,Delivery,Business/Main,General PayPal Debit Card Transaction,Completed
06/28/2025,UBER * PENDING,-41.37,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/28/2025,PayPal,-41.37,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,PayPal,-115.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,PayPal,-53.14,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,PayPal,-85.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,Chime,-85.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/28/2025,DD *DOORDASHDASHPASS,-9.99,Included (True Spend),,Delivery,Personal,General PayPal Debit Card Transaction,Completed
06/28/2025,Chime,-115.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/28/2025,Aizihaer Tuerxuntuoheti,-200.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/28/2025,7ELEVEN-FCTI,-200.0,Included (True Spend),,Other/Uncategorized,Personal,PayPal Debit Card Withdrawal to ATM,Completed
06/28/2025,Aizihaer Tuerxuntuoheti,-260.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
06/28/2025,Apple Services,-9.99,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/28/2025,SNIFFIES,-15.99,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
06/28/2025,DD *DOORDASHDASHPASS,-9.99,Included (True Spend),,Delivery,Personal,General Authorization,Completed
06/28/2025,PayPal,8.49,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/28/2025,,299.2,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/28/2025,,288.91,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
06/28/2025,DM 561,-8.49,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
06/28/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/28/2025,PayPal,36.37,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/28/2025,PayPal,27.09,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/28/2025,PayPal,15.99,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/28/2025,PayPal,9.99,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/28/2025,REB NYC,260.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
06/28/2025,PayPal,-2.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,PayPal,-5.11,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/28/2025,MCDONALD'S F23533,-5.11,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/28/2025,PayPal,-8.26,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/28/2025,DM 561,-8.26,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/28/2025,DM 561,-8.49,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
06/28/2025,CPI*CPI*CANTEEN VENDIN,-2.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/27/2025,Aizihaer Tuerxuntuoheti,-200.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/27/2025,PayPal,-9.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/27/2025,DD *DOORDASHDASHPASS,-9.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/27/2025,Apple Services,-10.99,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/27/2025,DM 561,-12.76,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
06/27/2025,DM 561,-12.76,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,PayPal,-15.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/27/2025,BOUND BROOK CONVENIENC,-13.54,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
06/27/2025,BOUND BROOK CONVENIENC,-13.54,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,SNIFFIES,-15.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/27/2025,DD *DOORDASH ARTICHOKE,-23.94,Included (True Spend),,Delivery,Business/Main,General Authorization,Completed
06/27/2025,DD *DOORDASH ARTICHOKE,-23.94,Included (True Spend),,Delivery,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,Big Apple 22 Deli Corp,-9.88,Included (True Spend),,Tech & Subs,Business/Main,General Authorization,Completed
06/27/2025,Big Apple 22 Deli Corp,-9.88,Included (True Spend),,Tech & Subs,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,PayPal,3.87,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,"GoDaddy.com, LLC",-9.79,Included (True Spend),,Other/Uncategorized,Personal,PreApproved Payment Bill User Payment,Completed
06/27/2025,PayPal,6.22,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,DM 561,-8.49,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
06/27/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/27/2025,PayPal,23.94,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,PayPal,12.76,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,PayPal,9.88,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,PayPal,13.54,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/27/2025,BOUND BROOK CONVENIENC,-3.87,Included (True Spend),,Other/Uncategorized,Business/Main,General Authorization,Completed
06/27/2025,BOUND BROOK CONVENIENC,-3.87,Included (True Spend),,Other/Uncategorized,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,JC DELI & GRILL,-6.22,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
06/27/2025,JC DELI & GRILL,-6.22,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
06/27/2025,PayPal,-8.49,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/26/2025,PayPal,-12.76,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/26/2025,EXXON KINGS FLATBUSH E,-41.99,Included (True Spend),,Transportation,Business/Main,General PayPal Debit Card Transaction,Completed
06/26/2025,EXXON KINGS FLATBUSH E,-41.99,Included (True Spend),,Transportation,Business/Main,General Authorization,Completed
06/26/2025,DD *DOORDASH MALAPROJE,-36.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/26/2025,PayPal,-36.37,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/26/2025,PayPal,-27.09,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/26/2025,DM 561,-12.76,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/26/2025,THE VILLAGE SMOKE LOFT,-27.09,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/26/2025,Grand Gourmet Deli NY,-8.32,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
06/26/2025,PayPal,8.32,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/26/2025,,10.16,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/26/2025,,10.99,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
06/26/2025,PayPal,41.99,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
06/26/2025,Grand Gourmet Deli NY,-8.32,Included (True Spend),,Grocery/Daily,Business/Main,General Authorization,Completed
06/25/2025,ALOFT PHILADELPHIA DOW,-35.64,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
06/25/2025,PayPal,-13.54,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,BOUND BROOK CONVENIENC,-13.54,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,Apple Services,-16.33,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
06/25/2025,PayPal,-23.94,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,DD *DOORDASH ARTICHOKE,-23.94,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,Aizihaer Tuerxuntuoheti,-25.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
06/25/2025,PayPal,-35.64,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
06/25/2025,EXXON KINGS FLATBUSH E,-41.99,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,ALOFT PHILADELPHIA DOW,-35.64,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
06/25/2025,PayPal,-41.99,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,REB NYC,-100.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/25/2025,ALOFT PHILADELPHIA DOW,-175.0,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
06/25/2025,REB NYC,-186.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/25/2025,REB NYC,-200.0,Included (True Spend),,Financial Services,Personal,General Payment,Completed
06/25/2025,REB NYC,-290.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
06/25/2025,PayPal,-9.88,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,Big Apple 22 Deli Corp,-9.88,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,,-30.0,Included (True Spend),,Other/Uncategorized,Business/Main,General Card Withdrawal,Completed
06/25/2025,Grand Gourmet Deli NY,-8.32,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,PayPal,35.64,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/25/2025,Aizihaer Tuerxuntuoheti,281.33,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/25/2025,EBAY,277.0,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
06/25/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/25/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/25/2025,Aizihaer Tuerxuntuoheti,180.44,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
06/25/2025,PayPal,175.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
06/25/2025,,100.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
06/25/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,General Payment,Completed
06/25/2025,PayPal,-8.32,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,REB NYC,25.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/25/2025,REB NYC,5.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
06/25/2025,PayPal,-3.87,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
06/25/2025,BOUND BROOK CONVENIENC,-3.87,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
06/25/2025,Aizihaer Tuerxuntuoheti,-5.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
