Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status,Date_parsed,Month,MonthName,MonthNum
09/11/2025,LYFT   *TEMP AUTH HOLD,-12.78,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-29.44,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,BEST BUY MOBILE #2518,-27.2,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-97.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,LYFT   *TEMP AUTH HOLD,-29.44,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,DD *DOORDASH WINGSTOP,-32.31,Included (True Spend),,Delivery,Personal,General Authorization,Completed,2025-09-11,2025-09,September,9
09/11/2025,DD *DOORDASH WINGSTOP,-32.31,Included (True Spend),,Delivery,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,BEST BUY MOBILE #2518,-38.73,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-40.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-48.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,-50.0,Excluded,Transfer / Noise,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,BURGER KING #21283,-12.62,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,-100.0,Excluded,Transfer / Noise,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,SNIPES 73,-100.05,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-100.05,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,-200.0,Excluded,Transfer / Noise,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-200.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-12.78,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,CASH APP*AIZIHAER TUER,-6.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-12.62,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,2.52,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,200.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,,100.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,97.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,,50.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,48.5,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,48.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,SNIPES 73,40.01,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General PayPal Debit Card Transaction,Pending,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,40.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,32.31,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,6.24,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-9.69,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,PayPal,6.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,1.5,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-2.52,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,TST*THE PIZZA INN - WA,-9.69,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,STERLING DELI AND GROC,-6.24,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,STERLING DELI AND GROC,-6.24,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-11,2025-09,September,9
09/11/2025,CASH APP*AIZIHAER TUER,-6.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,REB NYC,0.82,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-6.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,CASH APP*AIZIHAER TUER,-1.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,CASH APP*AIZIHAER TUER,-1.5,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal,-1.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-11,2025-09,September,9
09/11/2025,Aizihaer Tuerxuntuoheti,-0.82,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-11,2025-09,September,9
09/11/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Personal,Other,Completed,2025-09-11,2025-09,September,9
09/10/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-10,2025-09,September,9
09/10/2025,PayPal,-32.31,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-10,2025-09,September,9
09/10/2025,DD *DOORDASH WINGSTOP,-32.31,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-10,2025-09,September,9
09/10/2025,DD *DOORDASH XIANFAMOU,-27.0,Included (True Spend),,Delivery,Personal,General Authorization,Completed,2025-09-10,2025-09,September,9
09/10/2025,DD *DOORDASH XIANFAMOU,-27.0,Included (True Spend),,Delivery,Personal,General PayPal Debit Card Transaction,Completed,2025-09-10,2025-09,September,9
09/10/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Personal,General Authorization,Completed,2025-09-10,2025-09,September,9
09/10/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-10,2025-09,September,9
09/10/2025,PayPal,27.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-10,2025-09,September,9
09/10/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Personal,Other,Completed,2025-09-10,2025-09,September,9
09/09/2025,DD *DOORDASH BUFFALOWI,-30.14,Included (True Spend),,Delivery,Personal,General Authorization,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,PayPal,-27.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,DD *DOORDASH XIANFAMOU,-27.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,Aizihaer Tuerxuntuoheti,-30.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,CASH APP*AIZIHAER TUER,-36.0,Excluded,Transfer / Noise,Excluded,Personal,General Authorization,Completed,2025-09-09,2025-09,September,9
09/09/2025,DD *DOORDASH BUFFALOWI,-30.14,Included (True Spend),,Delivery,Personal,General PayPal Debit Card Transaction,Completed,2025-09-09,2025-09,September,9
09/09/2025,T & T Organic Market I,-6.62,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-09,2025-09,September,9
09/09/2025,CASH APP*AIZIHAER TUER,-36.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-09,2025-09,September,9
09/09/2025,Aizihaer Tuerxuntuoheti,-37.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,REB NYC,-100.0,Excluded,Transfer / Noise,Excluded,Personal,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,T & T Organic Market I,-6.62,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal,6.62,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal,-6.24,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,REB NYC,30.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,,100.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-09-09,2025-09,September,9
09/09/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,REB NYC,37.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal,30.14,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal,36.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-09,2025-09,September,9
09/09/2025,STERLING DELI AND GROC,-6.24,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-09,2025-09,September,9
09/09/2025,PayPal,1.7,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-09,2025-09,September,9
09/09/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Personal,Other,Completed,2025-09-09,2025-09,September,9
09/09/2025,T & T Organic Market I,-1.7,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-09,2025-09,September,9
09/09/2025,T & T Organic Market I,-1.7,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-09,2025-09,September,9
09/08/2025,FEDEX OFFICE #267,-4.53,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed,2025-09-08,2025-09,September,9
09/08/2025,CASH APP*AIZIHAER TUER,-36.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,PayPal,-36.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,PayPal,-30.14,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-08,2025-09,September,9
09/08/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,DD *DOORDASH BUFFALOWI,-30.14,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,HEALTHY ORGANIC FOODS,-2.2,Included (True Spend),,Healthcare,Personal,General PayPal Debit Card Transaction,Completed,2025-09-08,2025-09,September,9
09/08/2025,PayPal,-0.47,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-08,2025-09,September,9
09/08/2025,PayPal,2.2,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-08,2025-09,September,9
09/08/2025,PayPal,5.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-08,2025-09,September,9
09/08/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-08,2025-09,September,9
09/08/2025,HEALTHY ORGANIC FOODS,-2.2,Included (True Spend),,Healthcare,Personal,General Authorization,Completed,2025-09-08,2025-09,September,9
09/07/2025,BURGER KING #2784  Q07,-10.54,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,FEDEX OFFICE #267,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,T & T Organic Market I,-6.62,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,REB NYC,-100.0,Excluded,Transfer / Noise,Excluded,Personal,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-6.62,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,Aizihaer Tuerxuntuoheti,-10.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,BURGER KING #2784  Q07,-10.54,Included (True Spend),,Fast Food,Personal,General Authorization,Completed,2025-09-07,2025-09,September,9
09/07/2025,2ND AVE SMOKE SHOP,-21.78,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-07,2025-09,September,9
09/07/2025,CHICK-FIL-A #03993,-10.67,Included (True Spend),,Fast Food,Personal,General Authorization,Completed,2025-09-07,2025-09,September,9
09/07/2025,CHICK-FIL-A #03993,-10.67,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,2ND AVE SMOKE SHOP,-21.78,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Personal,General Authorization,Completed,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,SUNOCO 0368305901,-30.0,Included (True Spend),,Transportation,Personal,General Authorization,Completed,2025-09-07,2025-09,September,9
09/07/2025,SUNOCO 0368305901,-30.0,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,WALGREENS 210 UNION AV,-36.56,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,Aizihaer Tuerxuntuoheti,-98.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-4.96,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,T & T Organic Market I,-1.7,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,CASH APP*AIZIHAER TUER,-4.96,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-4.96,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,REB NYC,98.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,30.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,25.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,21.78,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,10.67,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,10.54,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,,100.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed,2025-09-07,2025-09,September,9
09/07/2025,REB NYC,10.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-07,2025-09,September,9
09/07/2025,,3.3,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,1.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/07/2025,USPS CHANGE OF ADDRESS,-1.25,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed,2025-09-07,2025-09,September,9
09/07/2025,USPS CHANGE OF ADDRESS,-1.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,PayPal Inc.,-1.25,Included (True Spend),,Financial Services,Personal,Other,Completed,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-1.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,PayPal,-1.7,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-07,2025-09,September,9
09/07/2025,PayPal,4.96,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-07,2025-09,September,9
09/06/2025,PayPal,-21.78,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,TST*MAMA PHO - GRAND S,-22.85,Included (True Spend),,Dining/Restaurants,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,2ND AVE SMOKE SHOP,-21.78,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,HERCULES CORP KIOSK,-10.0,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,7-ELEVEN,-21.34,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,97565 - ROBERT WOO,-12.0,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,97565 - ROBERT WOO,-12.0,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,TST*MAMA PHO - GRAND S,-22.85,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,Aizihaer Tuerxuntuoheti,-300.0,Excluded,Transfer / Noise,Excluded,Business/Main,Mobile Payment,Completed,2025-09-06,2025-09,September,9
09/06/2025,CASH APP*AIZIHAER TUER,-25.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,SUNOCO 0368305901,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,PayPal,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,IHG POINTS AND CASH MO,-89.0,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Transfer / Noise,Excluded,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-06,2025-09,September,9
09/06/2025,HERCULES CORP KIOSK,-10.0,Included (True Spend),,Services/Laundry,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,IHG POINTS AND CASH MO,-89.0,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,HERCULES CORP MOBILE,-10.0,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,HERCULES CORP MOBILE,-10.0,Included (True Spend),,Transportation,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,6.24,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,STERLING DELI AND GROC,-6.24,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,REB NYC,300.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,89.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,22.85,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,12.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal Cash,300.0,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Payment,Pending,2025-09-06,2025-09,September,9
09/06/2025,PayPal,3.12,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/06/2025,TST*MAMA PHO - GRAND S,-2.72,Included (True Spend),,Dining/Restaurants,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,TST*MAMA PHO - GRAND S,-2.72,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,STERLING DELI AND GROC,-3.12,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,STERLING DELI AND GROC,-3.12,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed,2025-09-06,2025-09,September,9
09/06/2025,STERLING DELI AND GROC,-6.24,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed,2025-09-06,2025-09,September,9
09/06/2025,PayPal,2.72,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed,2025-09-06,2025-09,September,9
09/05/2025,HERCULES CORP KIOSK,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending,2025-09-05,2025-09,September,9
