"Date","Transaction ID","Transaction Type","Currency","Amount","Fee","Net Amount","Asset Type","Asset Price","Asset Amount","Status","Notes","Name of sender/receiver","Account"
"2024-12-03 07:23:44 EST","","Cash Card","USD","-$27.84","$0.00","-$27.84","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-02 18:50:17 EST","","Cash Card","USD","-$27.84","$0.00","-$27.84","","","","FAILED","WWW.PAYWITHFOUR.COM","","Cash Balance"
"2024-12-01 21:11:59 EST","","Cash Card","USD","-$29.15","$0.00","-$29.15","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-12-01 21:06:39 EST","","Cash Card","USD","-$40.11","$0.00","-$40.11","","","","FAILED","UBER   *TRIP","","Cash Balance"
"2024-11-30 01:24:22 EST","","Deposits","USD","$600.00","$0.00","$600.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-11-30 01:21:40 EST","","Deposits","USD","$500.00","$0.00","$500.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-11-29 17:00:38 EST","","Deposits","USD","$25.00","$0.00","$25.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-11-29 16:59:42 EST","","Cash Card","USD","-$42.87","$0.00","-$42.87","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-29 08:02:51 EST","","Cash Card","USD","-$10.88","$0.00","-$10.88","","","","FAILED","IC* INSTACART*SUBSCRIP","","Cash Balance"
"2024-11-29 02:03:46 EST","","Cash Card","USD","-$300.00","$0.00","-$300.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-29 02:02:47 EST","","Cash Card","USD","$306.60","$0.00","$306.60","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-29 01:56:02 EST","","Withdrawal","USD","-$317.62","$0.00","-$317.62","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-11-29 01:55:10 EST","","Deposits","USD","$320.00","$0.00","$320.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-11-29 01:49:02 EST","","Cash Card","USD","$316.51","$0.00","$316.51","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-29 01:19:43 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-28 11:08:39 EST","","Cash Card","USD","-$27.75","$0.00","-$27.75","","","","COMPLETE","UBER   *TRIP","","Cash Balance"
"2024-11-28 00:57:32 EST","","Cash Card","USD","-$12.92","$0.00","-$12.92","","","","COMPLETE","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-27 17:49:42 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-27 17:48:05 EST","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-27 12:56:14 EST","","Cash Card","USD","-$3.64","$0.00","-$3.64","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-27 12:34:45 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-27 12:34:31 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-26 21:10:23 EST","","Cash Card","USD","-$16.64","$0.00","-$16.64","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-26 20:54:16 EST","","Cash Card","USD","-$22.94","$0.00","-$22.94","","","","COMPLETE","UBER   *TRIP","","Cash Balance"
"2024-11-26 20:52:13 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-26 20:51:55 EST","","Cash Card","USD","-$36.57","$0.00","-$36.57","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-26 20:47:47 EST","","Cash Card","USD","-$21.99","$0.00","-$21.99","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-26 20:47:25 EST","","Deposits","USD","$25.00","$0.00","$25.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-26 20:47:02 EST","","Cash Card","USD","-$21.99","$0.00","-$21.99","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-26 03:16:15 EST","","Cash Card","USD","-$15.80","$0.00","-$15.80","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-26 01:40:28 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-26 00:19:55 EST","","Withdrawal","USD","-$9.75","$0.00","-$9.75","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-11-26 00:17:24 EST","","Withdrawal","USD","-$9.75","$0.00","-$9.75","","","","FAILED","Cash Out","","MasterCard Debit 6493"
"2024-11-26 00:13:20 EST","","Cash Card","USD","$9.75","$0.00","$9.75","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-11-25 20:03:09 EST","","Withdrawal","USD","-$197.32","$0.00","-$197.32","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-11-25 19:43:04 EST","","Cash Card","USD","-$403.51","$0.00","-$403.51","","","","FAILED","MONDRIAN NEW YORK PARK","","Cash Balance"
"2024-11-25 19:42:35 EST","","Cash Card","USD","$196.50","$0.00","$196.50","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-25 17:58:03 EST","","Cash Card","USD","-$40.00","$0.00","-$40.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-25 17:50:08 EST","","Cash Card","USD","-$35.47","$0.00","-$35.47","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-25 17:49:54 EST","","Cash Card","USD","$68.77","$0.00","$68.77","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-24 20:39:49 EST","","Cash Card","USD","-$6.24","$0.00","-$6.24","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-23 19:01:32 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-23 18:58:10 EST","","Cash Card","USD","$24.76","$0.00","$24.76","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-23 03:21:28 EST","","Cash Card","USD","-$80.00","$0.00","-$80.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-23 03:21:11 EST","","Deposits","USD","$80.00","$0.00","$80.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-23 03:21:00 EST","","Deposits","USD","$90.00","$0.00","$90.00","","","","FAILED","Add Cash","","MasterCard Debit 6493"
"2024-11-23 03:20:50 EST","","Deposits","USD","$9.00","$0.00","$9.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-23 02:34:40 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-23 02:16:55 EST","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-23 02:16:18 EST","","Cash Card","USD","-$14.11","$0.00","-$14.11","","","","FAILED","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-22 23:43:48 EST","","Withdrawal","USD","-$116.23","$0.00","-$116.23","","","","COMPLETE","Cash Out","","MasterCard Debit 6493"
"2024-11-22 23:41:16 EST","","Cash Card","USD","$49.25","$0.00","$49.25","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-11-22 23:40:19 EST","","Cash Card","USD","-$40.00","$0.00","-$40.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-22 23:38:05 EST","","Cash Card","USD","-$100.00","$0.00","-$100.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-22 23:36:45 EST","","Cash Card","USD","$206.32","$0.00","$206.32","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-22 23:02:40 EST","","Cash Card","USD","-$84.00","$0.00","-$84.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-22 23:01:41 EST","","Cash Card","USD","$78.60","$0.00","$78.60","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-22 20:32:05 EST","","Cash Card","USD","-$18.45","$0.00","-$18.45","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-22 20:28:10 EST","","Cash Card","USD","-$3.00","$0.00","-$3.00","","","","COMPLETE","BLUE VALLEY DELI","","Cash Balance"
"2024-11-22 20:27:33 EST","","Deposits","USD","$9.00","$0.00","$9.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-22 20:07:03 EST","","Cash Card","USD","-$3.00","$0.00","-$3.00","","","","FAILED","BLUE VALLEY DELI","","Cash Balance"
"2024-11-22 16:41:03 EST","","Cash Card","USD","-$16.00","$0.00","-$16.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-22 16:39:15 EST","","Cash Card","USD","-$40.00","$0.00","-$40.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-22 16:38:54 EST","","Cash Card","USD","$42.35","$0.00","$42.35","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-11-22 16:38:26 EST","","Cash Card","USD","-$40.00","$0.00","-$40.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-22 15:02:43 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-22 15:02:37 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-22 11:55:41 EST","","Cash Card","USD","-$13.77","$0.00","-$13.77","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-22 11:55:24 EST","","Cash Card","USD","-$30.54","$0.00","-$30.54","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-22 11:54:53 EST","","Cash Card","USD","$104.15","$0.00","$104.15","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-22 11:21:19 EST","","Cash Card","USD","-$13.00","$0.00","-$13.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-22 04:37:41 EST","","Cash Card","USD","-$10.88","$0.00","-$10.88","","","","FAILED","IC* INSTACART*SUBSCRIP","","Cash Balance"
"2024-11-21 18:43:15 EST","#D-VRRDX7XK","P2P","USD","-$247.00","$0.00","-$247.00","","","","COMPLETE","$247 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-21 18:42:43 EST","","Cash Card","USD","$245.62","$0.00","$245.62","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-21 14:57:53 EST","","Cash Card","USD","-$9.71","$0.00","-$9.71","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-20 21:04:38 EST","","Cash Card","USD","-$15.51","$0.00","-$15.51","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-20 17:29:03 EST","#D-2QR54RJX","P2P","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","$10 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-20 17:28:38 EST","#D-9E97Z16D","P2P","USD","-$190.00","$0.00","-$190.00","","","","COMPLETE","$190 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-20 17:12:15 EST","","Cash Card","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-20 16:34:14 EST","","Cash Card","USD","$196.50","$0.00","$196.50","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-20 16:10:14 EST","","Cash Card","USD","-$6.24","$0.00","-$6.24","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-20 15:37:04 EST","","Cash Card","USD","-$2.20","$0.00","-$2.20","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-20 15:16:10 EST","#D-D2V64J37","P2P","USD","-$80.00","$0.00","-$80.00","","","","COMPLETE","$80 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-20 15:15:55 EST","","Cash Card","USD","$116.16","$0.00","$116.16","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-20 14:46:00 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-20 14:45:14 EST","#D-71E888L3","P2P","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","$20 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-20 14:44:42 EST","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-19 22:12:20 EST","","Cash Card","USD","-$44.77","$0.00","-$44.77","","","","COMPLETE","UBER   * EATS PENDING","","Cash Balance"
"2024-11-19 22:11:51 EST","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-18 23:43:09 EST","#D-Z58ENNZ","P2P","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","$20 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-18 23:40:51 EST","#D-PO993P5","P2P","USD","-$85.00","$0.00","-$85.00","","","","COMPLETE","$85 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-18 23:39:42 EST","","Cash Card","USD","$83.51","$0.00","$83.51","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-18 17:38:35 EST","","Cash Card","USD","-$35.89","$0.00","-$35.89","","","","COMPLETE","UBER   *TRIP","","Cash Balance"
"2024-11-18 15:28:35 EST","","Cash Card","USD","-$48.56","$0.00","-$48.56","","","","COMPLETE","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-18 15:28:02 EST","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","MasterCard Debit 6493"
"2024-11-18 15:27:12 EST","","Cash Card","USD","-$46.94","$0.00","-$46.94","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-18 14:42:37 EST","","Cash Card","USD","-$30.81","$0.00","-$30.81","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-17 19:15:19 EST","","Cash App Pay Payment","USD","-$39.99","","-$39.99","","","","COMPLETE","$39.99 Payment At DoorDash","","Cash Balance"
"2024-11-17 17:10:43 EST","","Cash Card","USD","-$15.92","$0.00","-$15.92","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-17 17:10:23 EST","","Cash Card","USD","-$46.12","$0.00","-$46.12","","","","COMPLETE","UBER   *TRIP","","Cash Balance"
"2024-11-17 15:52:10 EST","","Cash Card","USD","-$31.08","$0.00","-$31.08","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-17 10:52:13 EST","","Cash Card","USD","-$500.00","$0.00","-$500.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-17 10:51:56 EST","","Cash Card","USD","$300.00","$0.00","$300.00","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-17 10:32:50 EST","","Cash Card","USD","$330.00","$0.00","$330.00","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-17 03:39:34 EST","","Cash Card","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-16 22:20:00 EST","","Cash Card","USD","-$2.20","$0.00","-$2.20","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-16 22:19:39 EST","","Cash Card","USD","-$2.20","$0.00","-$2.20","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-16 21:15:29 EST","","Cash Card","USD","-$7.28","$0.00","-$7.28","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-16 20:47:30 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-16 20:47:17 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-16 18:17:30 EST","","Cash Card","USD","-$39.20","$0.00","-$39.20","","","","COMPLETE","IC* MORTON W VIA INSTA","","Cash Balance"
"2024-11-16 18:12:22 EST","","Cash Card","USD","$98.25","$0.00","$98.25","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-16 15:40:56 EST","w9edca7","P2P","USD","-$3.00","-$0.09","-$3.09","","","","COMPLETE","coke","Cristian Robayo","Visa Credit 0589"
"2024-11-16 14:41:24 EST","","Cash Card","USD","-$14.00","$0.00","-$14.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-16 14:40:48 EST","#D-EKJOOLV","P2P","USD","$14.00","$0.00","$14.00","","","","COMPLETE","$14 Payment From Chet Manly","Chet Manly","Cash Balance"
"2024-11-16 14:38:46 EST","","Cash Card","USD","-$14.00","$0.00","-$14.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-16 14:38:05 EST","","Cash Card","USD","$14.67","$0.00","$14.67","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-11-16 14:27:55 EST","","Cash Card","USD","-$11.00","$0.00","-$11.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-16 13:37:30 EST","","Cash Card","USD","-$24.98","$0.00","-$24.98","","","","FAILED","UBR* PENDING.UBER.COM","","Cash Balance"
"2024-11-16 11:28:57 EST","","Cash Card","USD","-$6.00","$0.00","-$6.00","","","","COMPLETE","Stonebridge Laundry","","Cash Balance"
"2024-11-15 19:56:03 EST","","Cash Card","USD","$14.74","$0.00","$14.74","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-15 16:18:38 EST","#D-LXMO3GM","P2P","USD","-$35.00","$0.00","-$35.00","","","","COMPLETE","$35 Payment To Chet Manly","Chet Manly","Cash Balance"
"2024-11-15 16:08:08 EST","#D-23RV89X","P2P","USD","-$35.00","$0.00","-$35.00","","","","FAILED","$35 Payment To Chet Manly","Chet Manly","Cash Balance"
"2024-11-15 15:09:48 EST","","Cash Card","USD","-$286.83","$0.00","-$286.83","","","","COMPLETE","RESIDENCE INN NY MIDTOWN","","Cash Balance"
"2024-11-15 15:06:38 EST","","Cash Card","USD","$294.75","$0.00","$294.75","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-15 15:05:14 EST","","Deposits","USD","$300.00","$0.00","$300.00","","","","FAILED","Add Cash","","Visa Debit 5430"
"2024-11-15 11:47:04 EST","","Cash Card","USD","-$25.69","$0.00","-$25.69","","","","COMPLETE","STARBUCKS STORE 07370","","Cash Balance"
"2024-11-14 20:30:55 EST","","Cash Card","USD","-$333.77","$0.00","-$333.77","","","","COMPLETE","RESIDENCE INN NY MIDTOWN","","Cash Balance"
"2024-11-14 20:30:42 EST","","Cash Card","USD","$393.01","$0.00","$393.01","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-14 20:05:42 EST","","Cash Card","USD","-$6.30","$0.00","-$6.30","","","","COMPLETE","CHICK-FIL-A #04141","","Cash Balance"
"2024-11-14 05:52:54 EST","","Cash Card","USD","-$6.23","$0.00","-$6.23","","","","COMPLETE","STUY GRILL & DELI","","Cash Balance"
"2024-11-13 21:27:33 EST","","Cash Card","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-13 21:14:01 EST","","Cash Card","USD","-$80.00","$0.00","-$80.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-13 21:10:44 EST","","Cash Card","USD","$98.25","$0.00","$98.25","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-13 20:49:36 EST","#D-2PLMKGO","P2P","USD","-$25.00","$0.00","-$25.00","","","","COMPLETE","$25 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-13 17:24:11 EST","","Cash Card","USD","-$3.64","$0.00","-$3.64","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-13 05:33:30 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-12 21:31:30 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","WAWA 8353","","Cash Balance"
"2024-11-12 21:25:06 EST","","Cash Card","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-12 21:23:10 EST","","Cash Card","USD","-$13.64","$0.00","-$13.64","","","","COMPLETE","CHICK-FIL-A #03842","","Cash Balance"
"2024-11-12 21:19:33 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-12 21:06:50 EST","","Cash Card","USD","-$5.33","$0.00","-$5.33","","","","COMPLETE","AD PARKING","","Cash Balance"
"2024-11-12 20:58:35 EST","","Cash Card","USD","-$3.19","$0.00","-$3.19","","","","COMPLETE","LATIN GRILL","","Cash Balance"
"2024-11-12 16:55:59 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-12 16:50:48 EST","","Cash Card","USD","$196.50","$0.00","$196.50","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-11 23:03:37 EST","","Cash Card","USD","-$75.00","$0.00","-$75.00","","","","FAILED","THE BELVEDERE HOTEL RO","","Cash Balance"
"2024-11-11 23:03:18 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-11 22:33:35 EST","","Cash Card","USD","-$23.85","$0.00","-$23.85","","","","COMPLETE","GIFT AND ORGANIC M","","Cash Balance"
"2024-11-11 22:27:32 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-11 22:27:15 EST","","Cash Card","USD","$88.42","$0.00","$88.42","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-11 19:14:04 EST","xk0sn6e","P2P","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","$15 Payment To Chet Manly","Chet Manly","Cash Balance"
"2024-11-11 14:37:18 EST","","Cash Card","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-11 09:06:27 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-11 09:06:21 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-11 00:10:22 EST","","Cash Card","USD","-$11.42","$0.00","-$11.42","","","","COMPLETE","STUY GRILL & DELI","","Cash Balance"
"2024-11-11 00:05:39 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-11 00:05:09 EST","","Cash Card","USD","-$50.00","$0.00","-$50.00","","","","FAILED","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-10 23:10:24 EST","","Cash Card","USD","-$100.00","$0.00","-$100.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-10 22:10:02 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-10 22:09:57 EST","","Cash Card","USD","-$3.10","$0.00","-$3.10","","","","COMPLETE","CSC SERVICEWORKS ULTRA 2","","Cash Balance"
"2024-11-10 20:33:20 EST","","Cash Card","USD","-$3.64","$0.00","-$3.64","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-10 16:36:33 EST","","Cash Card","USD","$42.36","$0.00","$42.36","","","","COMPLETE","APPLE CASH INST XFER","","Cash Balance"
"2024-11-10 16:36:13 EST","","Cash Card","USD","-$30.00","$0.00","-$30.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-10 14:20:10 EST","","Cash Card","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","APPLE CASH BALANCE ADD","","Cash Balance"
"2024-11-10 10:19:43 EST","k7vj2te","P2P","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","$10 Payment To Robert Beacham","Robert Beacham","Cash Balance"
"2024-11-10 07:10:03 EST","","Cash Card","USD","-$6.22","$0.00","-$6.22","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-10 06:47:22 EST","","Cash Card","USD","-$12.99","$0.00","-$12.99","","","","COMPLETE","RAINBOW STATION","","Cash Balance"
"2024-11-10 06:19:53 EST","","Cash Card","USD","-$44.01","$0.00","-$44.01","","","","COMPLETE","Duane Reade STO 155 E 34T","","Cash Balance"
"2024-11-09 20:52:10 EST","","Cash Card","USD","-$6.24","$0.00","-$6.24","","","","COMPLETE","Lenz's","","Cash Balance"
"2024-11-09 19:44:22 EST","","Cash Card","USD","-$70.01","$0.00","-$70.01","","","","COMPLETE","ZARA USA 1260","","Cash Balance"
"2024-11-09 18:31:21 EST","","Cash Card","USD","-$10.32","$0.00","-$10.32","","","","COMPLETE","CHICK-FIL-A #04141","","Cash Balance"
"2024-11-09 18:22:33 EST","","Cash Card","USD","-$12.50","$0.00","-$12.50","","","","COMPLETE","CHICK-FIL-A #04141","","Cash Balance"
"2024-11-09 18:20:47 EST","","Cash Card","USD","-$10.32","$0.00","-$10.32","","","","FAILED","CHICK-FIL-A #04141","","Cash Balance"
"2024-11-09 14:33:22 EST","","Deposits","USD","$100.00","$0.00","$100.00","","","","FAILED","Add Cash","","Visa Debit 5430"
"2024-11-09 13:45:29 EST","","Cash Card","USD","$230.89","$0.00","$230.89","","","","COMPLETE","PAYPAL*Tuerxuntuoheti Aiz","","Cash Balance"
"2024-11-09 08:45:04 EST","","Cash Card","USD","-$14.99","$0.00","-$14.99","","","","COMPLETE","CLEO AI","","Cash Balance"
"2024-11-09 08:40:33 EST","","Cash Card","USD","-$19.96","$0.00","-$19.96","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-09 08:39:02 EST","","Cash Card","USD","-$27.05","$0.00","-$27.05","","","","COMPLETE","AFFIRM.COM PAYMENTS","","Cash Balance"
"2024-11-08 18:34:42 EST","","Cash Card","USD","-$3.21","$0.00","-$3.21","","","","COMPLETE","TST* XI'AN FAMOUS FOODS -","","Cash Balance"
